"material_type","county","material_tons_disposed","material_tons_in_curbside_recycle","material_tons_in_curbside_organics","material_tons_in_other_diversion","material_tons_generated_sum_of_all_streams"
"HDPE Plastic Containers","Ventura (Countywide)",1382.09060713636,427.875752538598,1.21175300416774,25.4085420124897,1836.58665469161
"Miscellaneous Plastic Containers","Ventura (Countywide)",996.73284671215,544.871564827612,4.56429549709586,71.3154043308834,1617.48411136774
"Plastic Trash Bags","Ventura (Countywide)",6400.874575704,111.484183436182,2.84525578471992,17.7264304454623,6532.93044537036
"Plastic Grocery and Other Merchandise Bags","Ventura (Countywide)",857.679731597811,155.92946795097,0.78464176057687,0.089048209317148,1014.48288951868
"Non-Bag Commercial and Industrial Packaging Film","Ventura (Countywide)",1926.73509711854,295.231017639755,2.10395086217832,142.734224610969,2366.80429023144
"Film Products","Ventura (Countywide)",48.360220202303,47.4910696501812,0.367200348734645,81.72117129853,177.939661499749
"Other Film - Other","Ventura (Countywide)",7215.11580798956,348.847456669276,30.4099851180398,25.4963768324146,7619.86962660929
"Durable Plastic Items - #2 and #5 Bulky Rigids","Ventura (Countywide)",592.539968266224,368.698795077931,0,29.1735546717443,990.4123180159
"Durable Plastic Items - Other","Ventura (Countywide)",3346.44964490338,161.694450159741,0.912654148956681,66.9260967642975,3575.98284597637
"Remainder / Composite Plastic","Ventura (Countywide)",13222.048691564,480.958418156267,6.07038096020109,142.611106218546,13851.6885968991
"PETE Plastic Containers","Yolo (Countywide)",420.204174656125,231.51225503837,2.06808127660799,42.6834572091948,696.467968180298
"HDPE Plastic Containers","Yolo (Countywide)",320.505196023406,115.611017381023,0.256250858539814,8.46683323997378,444.839297502943
"Miscellaneous Plastic Containers","Yolo (Countywide)",264.858990760634,132.726860576484,0.866880865139999,9.61994211987724,408.072674322135
"Plastic Trash Bags","Yolo (Countywide)",1451.44797764574,30.0990442539723,0.595884516000417,4.54851121543358,1486.69141763115
"Plastic Grocery and Other Merchandise Bags","Yolo (Countywide)",230.387013072128,35.8380975763456,0.20376707349499,0.0754408081926918,266.504318530161
"Non-Bag Commercial and Industrial Packaging Film","Yolo (Countywide)",577.166030850432,94.6792116241355,0.429461382433401,36.0608924868134,708.335596343814
"Film Products","Yolo (Countywide)",11.7136487038396,10.4702770878839,0.0721368957047562,21.616666166938,43.8727288543663
"Other Film - Other","Yolo (Countywide)",1808.9474574978,83.9479957955952,6.26152861267697,6.44950127691814,1905.60648318299
"Durable Plastic Items - #2 and #5 Bulky Rigids","Yolo (Countywide)",158.753270726693,100.130232828286,0,9.69746866135105,268.580972216331
"Durable Plastic Items - Other","Yolo (Countywide)",798.881031030718,43.7965736103693,0.187699097899187,11.3261234840913,854.191427223078
"Remainder / Composite Plastic","Yolo (Countywide)",3098.53011675075,115.529134797502,1.30729035845725,30.9816762080258,3246.34821811473
"PETE Plastic Containers","Yuba (Countywide)",90.195796064914,49.7136707952502,0.349214802722246,12.2465885429045,152.505270205791
"HDPE Plastic Containers","Yuba (Countywide)",62.4978980313027,28.3920182026222,0.0765093836644874,1.0672800444244,92.0337056620138
"Miscellaneous Plastic Containers","Yuba (Countywide)",55.076155835939,21.9105448735114,0.208624307444029,0.705896043736332,77.9012210606308
"Plastic Trash Bags","Yuba (Countywide)",293.147663158543,6.0575128133959,0.117745725612456,0.633022637352252,299.955944334903
"Plastic Grocery and Other Merchandise Bags","Yuba (Countywide)",51.0718351067847,7.36882737159031,0.0301743212294352,0.0128393070443733,58.4836761066488
"Non-Bag Commercial and Industrial Packaging Film","Yuba (Countywide)",65.0994705919248,8.22769570542949,0.0768584522526737,5.15933360118975,78.5633583507967
"Film Products","Yuba (Countywide)",1.61161438077611,2.5921459404912,0.0266991754981753,2.94113101881761,7.17159051558309
"Other Film - Other","Yuba (Countywide)",314.466952684772,17.8829717976234,1.21641213846887,0.983766095564527,334.550102716429
"Durable Plastic Items - #2 and #5 Bulky Rigids","Yuba (Countywide)",24.5786493921826,20.3902068782718,0,0.988413653700369,45.9572699241548
"Durable Plastic Items - Other","Yuba (Countywide)",155.960548264313,6.97987736151702,0.0183201637451352,1.18736457736331,164.146110366939
"Remainder / Composite Plastic","Yuba (Countywide)",573.165052918213,20.382957592665,0.491125650381428,3.99593359147053,598.03506975273
